"Taxon","Lineage","Conflict","Version","Status","Scorpio Call","Note","% of non-N bases","Median Coverage"
"U3185","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 1; Amb alleles 2; Oth alleles 0","96.73%","1742(coverage)(amplicons)"
"U3186","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 5; Ref alleles 2; Amb alleles 6; Oth alleles 0","85.64%","530(coverage)(amplicons)"
"U3187","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.74%","4130(coverage)(amplicons)"
"U3188","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.74%","4626(coverage)(amplicons)"
"U3189","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 1; Amb alleles 1; Oth alleles 0","99.54%","2568(coverage)(amplicons)"
"U3190","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.76%","4314(coverage)(amplicons)"
"U3191","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 9; Ref alleles 2; Amb alleles 2; Oth alleles 0","96.46%","1476(coverage)(amplicons)"
"U3192","P.1","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Gamma (P.1-like)","scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2","99.73%","2602(coverage)(amplicons)"
"U3193","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.75%","3265(coverage)(amplicons)"
"U3194","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 7; Ref alleles 1; Amb alleles 5; Oth alleles 0","90.94%","512(coverage)(amplicons)"
"U3195","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 1; Amb alleles 2; Oth alleles 0","97.64%","2072(coverage)(amplicons)"
"U3196","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.73%","2701(coverage)(amplicons)"
"U3197","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 1; Amb alleles 2; Oth alleles 0","98.68%","2276(coverage)(amplicons)"
"U3198","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.74%","3693(coverage)(amplicons)"
"U3199","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 1; Amb alleles 2; Oth alleles 0","98.84%","1819(coverage)(amplicons)"
"U3200","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.75%","3982(coverage)(amplicons)"
"U3201","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.72%","3174(coverage)(amplicons)"
"U3202","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.74%","3076(coverage)(amplicons)"
"U3203","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.77%","3657(coverage)(amplicons)"
"U3204","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.74%","3823(coverage)(amplicons)"
"U3205","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.74%","4675(coverage)(amplicons)"
"U3206","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.73%","4137(coverage)(amplicons)"
"U3207","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.74%","4266(coverage)(amplicons)"
"U3208","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.76%","3780(coverage)(amplicons)"
"U3209","B.1.1.7","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Alpha (B.1.1.7-like)","scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0","98.95%","2705(coverage)(amplicons)"
"U3210","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 1; Amb alleles 2; Oth alleles 0","99.43%","2764(coverage)(amplicons)"
"U3211","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.73%","3767(coverage)(amplicons)"
"U3212","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.73%","3579(coverage)(amplicons)"
"U3213","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.72%","3309(coverage)(amplicons)"
"U3214","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0","99.36%","2514(coverage)(amplicons)"
"U3215","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 1; Amb alleles 1; Oth alleles 0","99.09%","2027(coverage)(amplicons)"
"U3216","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.76%","3694(coverage)(amplicons)"
"U3217","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 1; Amb alleles 1; Oth alleles 0","99.71%","2699(coverage)(amplicons)"
"U3218","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 1; Amb alleles 1; Oth alleles 0","99.67%","2628(coverage)(amplicons)"
"U3219","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.75%","3645(coverage)(amplicons)"
"U3220","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.74%","3316(coverage)(amplicons)"
"U3221","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.74%","4125(coverage)(amplicons)"
"U3222","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.73%","3807(coverage)(amplicons)"
"U3223","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 1; Amb alleles 2; Oth alleles 0","98.93%","2369(coverage)(amplicons)"
"U3224","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.73%","3516(coverage)(amplicons)"
"U3225","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.75%","3488(coverage)(amplicons)"
"U3226","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.74%","3648(coverage)(amplicons)"
